method,assay,round,bin,MCC
dnn,SR-HSE,8,0.4,0.2118756862822862
dnn,SR-HSE,8,0.6,0.4766498118634328
dnn,SR-HSE,8,1,0.3038204234662373
dnn,SR-HSE,9,0.4,0.28802417566433164
dnn,SR-HSE,9,0.6,0.4874924416566275
dnn,SR-HSE,9,1,0.3038204234662373
dnn,SR-HSE,10,0.4,0.061366377441667876
dnn,SR-HSE,10,0.6,0.46501759246003294
dnn,SR-HSE,10,1,0.4322631620224943
dnn,SR-HSE,11,0.4,0.2657645567247805
dnn,SR-HSE,11,0.6,0.4164322597211103
dnn,SR-HSE,11,1,0.4322631620224943
dnn,SR-HSE,12,0.4,0.17519183065734795
dnn,SR-HSE,12,0.6,0.479512017985809
dnn,SR-HSE,12,1,0.3038204234662373
dnn,SR-HSE,13,0.4,0.2118756862822862
dnn,SR-HSE,13,0.6,0.4262705924198573
dnn,SR-HSE,13,1,0.4322631620224943
dnn,SR-HSE,14,0.4,0.18700411711837228
dnn,SR-HSE,14,0.6,0.5309570641390359
dnn,SR-HSE,14,1,0.31421663619834295
dnn,SR-HSE,15,0.4,0.2657645567247805
dnn,SR-HSE,15,0.6,0.5123084247534657
dnn,SR-HSE,15,1,0.4418575508442684
dnn,SR-HSE,16,0.4,0.13136854988075414
dnn,SR-HSE,16,0.6,0.3999509878070964
dnn,SR-HSE,16,1,0.34393340785224646
