assay,run,accuracy,balanced_accuracy,precision,recall,AUC,F1,MCC
TA98,15,0.904487917146145,0.904487917146145,0.8360655737704918,0.7427184466019418,0.9533380193003264,0.7866323907455013,0.7274916970020802
TA98,16,0.9067894131185269,0.9067894131185269,0.8378378378378378,0.7524271844660194,0.952979249952408,0.7928388746803069,0.73469214180701
TA98,17,0.9067894131185269,0.9067894131185269,0.8415300546448088,0.7475728155339806,0.9536382140608296,0.7917737789203084,0.7341282382705672
TA98,18,0.9090909090909092,0.9090909090909092,0.8469945355191257,0.7524271844660194,0.9532721228894844,0.7969151670951157,0.7407647795390543
TA98,19,0.9090909090909092,0.9090909090909092,0.8508287292817679,0.7475728155339806,0.9533306974768996,0.7958656330749355,0.740258518200226
TA98_S9,0,0.9198520345252774,0.9198520345252774,0.8388625592417062,0.8509615384615384,0.9573287409108304,0.8448687350835322,0.7908777337620644
TA98_S9,1,0.9235511713933416,0.9235511713933416,0.8509615384615384,0.8509615384615384,0.9588037377216482,0.8509615384615384,0.7995519198877408
TA98_S9,2,0.9247842170160296,0.9247842170160296,0.8516746411483254,0.8557692307692307,0.9583811710677382,0.8537170263788969,0.8030991956256094
TA98_S9,3,0.9210850801479656,0.9210850801479656,0.8396226415094341,0.8557692307692307,0.9584050899349408,0.8476190476190476,0.7944465773524494
TA98_S9,4,0.9247842170160296,0.9247842170160296,0.8585365853658536,0.8461538461538461,0.9585645490496236,0.8523002421307506,0.8018869698851905
TA98_S9,5,0.9235511713933416,0.9235511713933416,0.8509615384615384,0.8509615384615384,0.9584848194922824,0.8509615384615384,0.7995519198877408
TA98_S9,6,0.9173859432799012,0.9173859432799012,0.8373205741626795,0.8413461538461539,0.95869211634137,0.8393285371702638,0.783731390945504
TA98_S9,7,0.9173859432799012,0.9173859432799012,0.8341232227488151,0.8461538461538461,0.9586681974741676,0.8400954653937948,0.7844417687003938
TA98_S9,8,0.9223181257706536,0.9223181257706536,0.84688995215311,0.8509615384615384,0.9580622528383724,0.8489208633093526,0.7966432607322409
TA98_S9,9,0.9173859432799012,0.9173859432799012,0.8341232227488151,0.8461538461538461,0.9583173874218652,0.8400954653937948,0.7844417687003938
TA98_S9,10,0.9210850801479656,0.9210850801479656,0.8396226415094341,0.8557692307692307,0.9588356295445848,0.8476190476190476,0.7944465773524494
TA98_S9,11,0.9223181257706536,0.9223181257706536,0.8436018957345972,0.8557692307692307,0.958484819492282,0.8496420047732696,0.7973136988237349
TA98_S9,12,0.9235511713933416,0.9235511713933416,0.8476190476190476,0.8557692307692307,0.9586522515626992,0.8516746411483254,0.8001978361435367
TA98_S9,13,0.9223181257706536,0.9223181257706536,0.8502415458937198,0.8461538461538461,0.9578868478122209,0.8481927710843374,0.7960018255044669
TA98_S9,14,0.9223181257706536,0.9223181257706536,0.8436018957345972,0.8557692307692307,0.9591386018624825,0.8496420047732696,0.7973136988237349
TA98_S9,15,0.9247842170160296,0.9247842170160296,0.8516746411483254,0.8557692307692307,0.9590668452608752,0.8537170263788969,0.8030991956256094
TA98_S9,16,0.9210850801479656,0.9210850801479656,0.8428571428571429,0.8509615384615384,0.958102117617043,0.84688995215311,0.7937519349028246
