TA100,TA100_S9,TA1535,TA1535_S9,TA97,TA97_S9,TA98,TA98_S9,TA1537,TA1537_S9,TA102,TA102_S9,standardised_smiles,CAS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,O=C(O)c1[nH]n(-c2ccc(S(=O)(=O)O)cc2)c(=O)c1N=Nc1ccc(S(=O)(=O)O)cc1,"['12225-21-7', '1934-21-0']"
0.0,0.0,,,,,0.0,0.0,,,,,O=C(O)c1c(Cl)cccc1Cl,['50-30-6']
1.0,1.0,,,,,1.0,1.0,,,,,O=C(O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],['129-66-8']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,['15826-37-6']
0.0,,,,,,,,,,,,O=C(O)c1cc(=O)c2ccccc2[nH]1,['492-27-3']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(O)c1cc(Br)cc2cccnc12,['64507-38-6']
0.0,0.0,,,,,0.0,0.0,,,,,O=C(O)c1cc(Cl)cc(Cl)c1,['51-36-5']
0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,O=C(O)c1cc(Cl)cc2cccnc12,['6456-78-6']
0.0,0.0,,,,,0.0,0.0,,,,,O=C(O)c1cc(Cl)ccc1Cl,['50-79-3']
,,,,,,,,,,,,O=C(O)c1cc(Cl)ccc1O,['321-14-2']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(O)c1cc(I)cc2cccnc12,['70585-50-1']
,,,,,,,1.0,,,,,O=C(O)c1cc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccc(O)c(C(=O)O)c5)c5cc(S(=O)(=O)O)ccc45)cc3)cc2)ccc1O,['3626-29-7']
0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,O=C(O)c1cc(N=Nc2ccc(-c3ccc(NN=c4c(=O)ccc(=NNc5cc(S(=O)(=O)O)ccc5O)c4=O)cc3)cc2)ccc1O,['16071-86-6']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,['599-79-1']
0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,O=C(O)c1cc(O)c(O)c(O)c1,['149-91-7']
,,,,,,0.0,0.0,,,,,O=C(O)c1cc(O)c2c(O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc3c(-c3c4cc(C(=O)O)cc(O)c4c(O)c4c(OC5OC(CO)C(O)C(O)C5O)cccc34)c2c1,['8013-11-4']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,['478-43-3']
0.0,,,,,,,,,,,,O=C(O)c1cc(O)c2cccc(O)c2n1,['59-00-7']
1.0,1.0,,,,,1.0,1.0,,,,,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,['99-34-3']
0.0,1.0,0.0,0.0,,,1.0,1.0,0.0,0.0,,,O=C(O)c1cc([N+](=O)[O-])cc2cccnc12,['70585-52-3']
,0.0,,,,,1.0,1.0,,,,,O=C(O)c1cc([N+](=O)[O-])ccc1[N+](=O)[O-],['610-28-6']
1.0,0.0,,,,,,,1.0,0.0,,,O=C(O)c1cc2c(c3c1c([N+](=O)[O-])cc1c(O)cccc13)OCO2,['38965-71-8']
1.0,1.0,,,,,,0.0,1.0,,,,O=C(O)c1cc2c(c3c1c([N+](=O)[O-])cc1ccccc13)OCO2,['475-80-9']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(O)c1cc2ccccc2cc1O,['92-70-6']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)c1ccc(C(=O)O)cc1,['100-21-0']
1.0,1.0,,,,,1.0,1.0,,,,,O=C(O)c1ccc(C=Cc2ccc([N+](=O)[O-])o2)cc1,['54992-23-3']
1.0,1.0,,,1.0,1.0,1.0,1.0,,,0.0,1.0,O=C(O)c1ccc(C=Nn2nnc3c([nH]c4ccccc43)c2=O)cc1,['139953-77-8']
1.0,1.0,,,,,1.0,0.0,,,,,O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1,['96-99-1']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,O=C(O)c1ccc(Cl)cc1,['74-11-3']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(O)c1ccc(Cl)cc1Cl,['50-84-0']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1,['64896-26-0']
0.0,,,,,,,,,,,,O=C(O)c1ccc(NC2OCC(O)C(O)C2O)cc1,['10396-71-1']
,,,,,,,,0.0,0.0,,,O=C(O)c1ccc(O)c2c1C(=O)c1cc(O)cc(O)c1C2=O,['478-45-5']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)c1ccc(O)cc1,['99-96-7']
0.0,0.0,,,,,0.0,0.0,,,,,O=C(O)c1ccc(ON2P(Oc3ccc(C(=O)O)cc3)N=P(Oc3ccc(C(=O)O)cc3)(Oc3ccc(C(=O)O)cc3)N(Oc3ccc(C(=O)O)cc3)P2Oc2ccc(C(=O)O)cc2)cc1,['69322-61-8']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(O)c1ccc(S(=O)(=O)N(Cl)Cl)cc1,['80-13-7']
1.0,1.0,,,,,0.0,1.0,,,,,O=C(O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,['528-45-0']
1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,,,O=C(O)c1ccc([N+](=O)[O-])cc1,['62-23-7']
0.0,0.0,,,,,1.0,1.0,,,,,O=C(O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],['610-30-0']
1.0,,,,,,0.0,0.0,,,,,O=C(O)c1ccc([N+](=O)[O-])o1,['645-12-5']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)c1ccc2c(c1)C(=O)OC2=O,['552-30-7']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(O)c1cccc(C(=O)O)c1,['121-91-5']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,O=C(O)c1cccc(Cl)c1,['535-80-8']
1.0,1.0,0.0,,1.0,1.0,0.0,0.0,,0.0,,,O=C(O)c1cccc([N+](=O)[O-])c1,['121-92-6']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(O)c1cccc2cccnc12,['86-59-9']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)c1ccccc1,"['65-85-0', '532-32-1']"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12,['17372-87-1']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,['16423-68-0']
,,,,,,,,,,,,O=C(O)c1ccccc1-c1c2cc3c4c(c2[o+]c2c5c6c(cc12)CCCN6CCC5)CCCN4CCC3,['72102-91-1']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,['518-47-8']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)c1ccccc1C(=O)O,['88-99-3']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,O=C(O)c1ccccc1Cl,['118-91-2']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(O)c1ccccc1Nc1cc(Cl)ccc1C(=O)O,['64808-48-6']
,0.0,,,,,,0.0,,0.0,,,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,['530-78-9']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)c1ccccc1O,"['69-72-7', '54-21-7', '16048-96-7', '25718-61-0']"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,O=C(O)c1ccccc1[N+](=O)[O-],['552-16-9']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)c1ccccn1,"['14639-25-9', '27882-76-4', '98-98-6']"
,,,,,,,,,,0.0,0.0,O=C(O)c1cccnc1,['59-67-6']
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,"['62511-77-7', '4394-00-7']"
0.0,,,,,,0.0,,,,,,O=C(O)c1ccco1,['88-14-2']
0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,['98105-99-8']
,,,,,,,,,,1.0,,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,['85721-33-1']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,['50264-69-2']
1.0,,,,,,0.0,,,,,,O=C(O)c1oc([N+](=O)[O-])c(-c2ccccc2)c1-c1ccccc1,['52101-40-3']
0.0,,,,,,0.0,,,,,,O=C(O)c1occ(-c2ccccc2)c1-c1ccccc1,['54607-64-6']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,['84-61-7']
,,,,,,,,,,0.0,0.0,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,"['989-51-5', '4233-96-9']"
,,,,,,,,,,0.0,0.0,O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,['863-03-6']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,O=C(OCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1)c1ccccc1,['4196-86-5']
0.0,1.0,,,,,0.0,0.0,,,0.0,0.0,O=C(OCC1CCC2OC2C1)C1CCC2OC2C1,['2386-87-0']
1.0,1.0,1.0,1.0,,,,,,,,,O=C(OCC1CO1)C1CCCCC1C(=O)OCC1CO1,['5493-45-8']
1.0,,,,,,,,,,,,O=C(OCC1CO1)c1ccc([N+](=O)[O-])cc1,"['106268-95-5', '115459-65-9']"
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,O=C(OCC1CO1)c1cccc(C(=O)OCC2CO2)c1,['7195-43-9']
0.0,0.0,,,,,0.0,0.0,,,,0.0,O=C(OCC1OC(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,['1401-55-4']
1.0,1.0,,,,,,,,,,,O=C(OCCBr)C(=O)OCCBr,['89415-69-0']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(OCc1ccc(Cl)cc1)c1cccc2cccnc12,['134959-56-1']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(OCc1ccc(Cl)cc1Cl)c1cccc2cccnc12,['134959-57-2']
1.0,1.0,,,,,0.0,,,,,,O=C(OCc1ccc([N+](=O)[O-])cc1)c1ccccc1,['4457-41-4']
0.0,0.0,,,,,0.0,,,,,,O=C(OCc1cccc([N+](=O)[O-])c1)c1ccccc1,['38612-16-7']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(OCc1ccccc1)c1cccc2cccnc12,['134959-55-0']
0.0,0.0,,0.0,,,,0.0,,0.0,,,O=C(OCc1ccccc1)c1ccccc1O,['118-58-1']
0.0,0.0,,,,,0.0,,,,,,O=C(OCc1ccccc1[N+](=O)[O-])c1ccccc1,['110786-18-0']
1.0,1.0,,,,,,,,,,,O=C(ON(OCc1ccccc1)C(=O)c1ccccc1)c1ccc(Cl)cc1,['220168-45-6']
1.0,1.0,,,,,,,,,,,O=C(ON(OCc1ccccc1)C(=O)c1ccccc1)c1ccc([N+](=O)[O-])cc1,['220168-55-8']
1.0,1.0,,,,,,,,,,,O=C(ON(OCc1ccccc1)C(=O)c1ccccc1)c1cccc([N+](=O)[O-])c1,['357204-48-9']
1.0,,,,,,,,,,,,O=C(ON(OCc1ccccc1)C(=O)c1ccccc1)c1ccccc1,['220168-39-8']
0.0,1.0,0.0,0.0,,,1.0,1.0,0.0,1.0,,,O=C(ON=C1C=CC(=NOC(=O)c2ccccc2)C=C1)c1ccccc1,['120-52-5']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(OOC(=O)c1ccccc1)c1ccccc1,['94-36-0']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(Oc1ccccc1)c1ccccc1O,['118-55-8']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,O=C(S)c1ccccc1,['98-91-9']
1.0,1.0,,,,,1.0,1.0,,,,,O=C([O-])c1c[n+](=O)c2ccccc2n1O,['17987-99-4']
0.0,0.0,,,,,0.0,0.0,,,,,O=C(c1ccc(-c2ccccc2)cc1)C1OC1c1ccccc1,['82389-37-5']
0.0,0.0,,,,,0.0,0.0,,,,,O=C(c1ccc(Br)cc1)C1OC1c1ccccc1,['32157-71-4']
1.0,0.0,,,,,0.0,0.0,,,,,O=C(c1ccc(F)cc1)C1OC1c1ccccc1,['73936-27-3']
1.0,1.0,,,,,0.0,0.0,,,,,O=C(c1ccc([N+](=O)[O-])cc1)C1OC1c1ccccc1,['41069-00-5']
1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,,,O=C(c1ccc([N+](=O)[O-])cc1)n1ncc(Cl)c(Cl)c1=O,['155164-69-5']
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(c1ccccc1)C(O)c1ccccc1,['119-53-9']
0.0,0.0,,,,,0.0,0.0,,,,,O=C(c1ccccc1)C1OC1c1ccc(-c2ccccc2)cc1,['82389-34-2']
0.0,0.0,,,,,0.0,0.0,,,,,O=C(c1ccccc1)C1OC1c1ccc(F)cc1,['27729-98-2']
0.0,0.0,,,,,0.0,0.0,,,,,O=C(c1ccccc1)C1OC1c1ccc(Oc2ccccc2)cc1,['86711-50-4']
0.0,0.0,,,,,0.0,0.0,,,,,O=C(c1ccccc1)C1OC1c1ccc([N+](=O)[O-])cc1,['27730-03-6']
1.0,1.0,,,,,0.0,0.0,,,,,O=C(c1ccccc1)C1OC1c1ccccc1,['7570-86-7']
,,,,,,,1.0,,,,,O=C(c1ccccc1)N(O)c1ccc2c(c1)Cc1ccccc1-2,['3671-71-4']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(c1ccccc1)c1ccccc1,['119-61-9']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(c1ccccc1)n1ncc(Cl)c(Cl)c1=O,['155164-66-2']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C(n1ccnc1)n1ccnc1,['530-62-1']
,0.0,,,,,0.0,,,,,,O=C1C(=O)c2c(ccc3ccccc23)-c2ccccc21,['2051-10-7']
0.0,,,,,,0.0,,,,0.0,,O=C1C(=O)c2ccccc2-c2ccccc21,['84-11-7']
0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,['118-75-2']
0.0,,,,,,,,,,,,O=C1C(Cl)=C(Cl)C(=O)C1(Cl)Cl,['15743-13-2']
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,O=C1C(Cl)=C(Cl)C(=O)c2c(O)ccc(O)c21,['14918-69-5']
,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,['117-80-6']
,,,,,,0.0,0.0,,,,,O=C1C(O)Cc2cc3cc([N+](=O)[O-])ccc3cc2C1O,['109897-80-5']
,,,,,,0.0,,,,,,O=C1C(O)Cc2cc3ccc([N+](=O)[O-])cc3cc2C1O,['109910-98-7']
,,,,,,,,,,0.0,0.0,O=C1C(O)c2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1,['480-18-2']
0.0,0.0,,,,,0.0,0.0,,,,,O=C1C(c2[nH]c3ccc(S(=O)(=O)O)cc3c2O)=Nc2ccc(S(=O)(=O)O)cc21,['860-22-0']
0.0,0.0,,,,,0.0,1.0,,,,,O=C1C(c2[nH]c3ccccc3c2O)=Nc2ccccc21,['482-89-3']
1.0,1.0,,,,,1.0,1.0,,,,,O=C1C2c3cc(ccc3OC2c2ccc(O)cc2)C2CC(O)=NCCCN1CCCCNCCCN2,['71461-13-7']
1.0,,,,,,,,,,,,O=C1C=C(Cl)C(=O)C1(Cl)Cl,['88552-47-0']
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C1C=C(S(=O)(=O)O)c2ccccc2C1=O,['5908-27-0']
1.0,,,,,,,,,,,,O=C1C=C(c2nnc(N=C(O)c3ccccc3)s2)C(=O)C=C1Nc1ccc([N+](=O)[O-])cc1,['220042-15-9']
1.0,,,,,,,,,,,,O=C1C=CC(=C(Cl)Cl)O1,['13088-34-1']
0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,O=C1C=CC(=O)C(Cl)=C1,['695-99-8']
0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,O=C1C=CC(=O)C(c2ccccc2)=C1,['363-03-1']
1.0,,,,,,,,,,,,O=C1C=CC(=O)C1(Cl)Cl,['101328-96-5']
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,O=C1C=CC(=O)C=C1,['106-51-4']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,['13676-54-5']
0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,O=C1C=CC(=O)O1,['108-31-6']
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,O=C1C=CC(=O)c2c(O)ccc(O)c21,['475-38-7']
1.0,0.0,,,,,0.0,0.0,,,,,O=C1C=CC(=O)c2c(O)cccc21,['481-39-0']
0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,,,O=C1C=CC(=O)c2c1c(O)c1ccc(O)c(O)c1c2O,['81-61-8']
0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,1.0,1.0,O=C1C=CC(=O)c2c1c(O)c1ccccc1c2O,['81-64-1']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,O=C1C=CC(=O)c2ccccc21,['130-15-4']
0.0,,,,,,1.0,1.0,,,,,O=C1C=CC(O)=N1,['541-59-3']
1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,,,O=C1C=CC2(O)c3c(ccc(O)c31)-c1ccc(O)c3c1C2C1OC1C3=O,['102694-32-6']
0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,,,O=C1C=Cc2c(c(O)c3ccccc3c2O)C1=O,['72-48-0']
,0.0,,,,,0.0,,,,,,O=C1C=Cc2c(ccc3c2ccc2ccccc23)C1=O,['2304-83-8']
0.0,,,,,,0.0,,,,0.0,,O=C1C=Cc2c(ccc3cc4ccccc4cc23)C1=O,['74877-25-1']
0.0,,,,,,0.0,,,,0.0,,O=C1C=Cc2c(ccc3ccccc23)C1=O,['573-12-6']
,1.0,,,,,0.0,,,,,,O=C1C=Cc2ccc3c(ccc4ccccc43)c2C1=O,['103088-83-1']
0.0,1.0,,,,,,,,,,,O=C1C=Cc2cccc3cccc1c23,['548-39-0']
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,O=C1C=Cc2ccccc2C1=O,['524-42-5']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C1C=NC(c2ccccc2)c2cc(Cl)ccc2N1,['1088-11-5']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,O=C1C=NC(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,['146-22-5']
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,O=C1CC(=Nc2ccccc2)C(=O)c2ccccc21,['6628-97-3']
0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,,,O=C1CC(=O)c2c(c(O)c3ccccc3c2O)C1=O,['81-54-9']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,O=C1CC(=O)c2ccccc2C1=O,['83-72-7']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C1CC(O)(CCO)Cc2oc(C3=CC(O)(CCO)C(O)(CCO)C=C3)c(O)c(=O)c21,['23077-88-5']
,0.0,,,,,,,,,,,O=C1CC(O)C(O)c2ccc3c4c(ccc3c21)CCC4,['148021-80-1']
,,,,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,O=C1CC(O)C2c3c(ccc(O)c31)-c1ccc(O)c3c1C2(O)CCC3=O,['56258-32-3']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,['67604-48-2']
1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,O=C1CCC2(O)c3c(ccc(O)c31)-c1ccc(O)c3c1C2C1OC1C3=O,['56257-59-1']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C1CCCCC1,['108-94-1']
1.0,,,,,,,,,,,,O=C1CCCCC1=O,['765-87-7']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,O=C1CCCCCCCCCCCC(=O)OCCO1,['105-95-3']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,O=C1CCCCCCCCCCCCCCO1,['106-02-5']
0.0,,,,,,1.0,,,,,,O=C1CCCN1c1ncc([N+](=O)[O-])s1,['13109-99-4']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,O=C1CCCO1,['96-48-0']
1.0,1.0,,,,,1.0,1.0,,,,,O=C1CCCc2cc([N+](=O)[O-])c3ccccc3c21,['272438-27-4']
1.0,1.0,1.0,,,,,,,,,,O=C1CCO1,['57-57-8']
,1.0,,,,,,,,,,,O=C1CCc2c1cc(C(F)(F)F)c1c2ccc2ccccc21,['144730-01-8']
,1.0,,,,,,,,,,,O=C1CCc2c1cc(C(F)(F)F)c1c3c(ccc21)C(O)C(O)C=C3,['151109-62-5']
,0.0,,,,,,,,,,,O=C1CCc2c1ccc1c2ccc2ccccc21,['786-66-3']
,0.0,,,,,,,,,,,O=C1CCc2ccc3ccc4ccccc4c3c21,['110336-19-1']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C1CCc2ccccc2O1,['119-84-6']
0.0,0.0,,,0.0,0.0,1.0,0.0,,,1.0,0.0,O=C1CN(CCN2CC(=O)N(CN3CCOCC3)C(=O)C2)CC(=O)N1CN1CCOCC1,['74550-97-3']
,,0.0,0.0,,,1.0,1.0,1.0,1.0,,,O=C1Cc2c(c(O)c3ccccc3c2O)C(=O)C1=O,['602-64-2']
,,1.0,,,,,,,,,,O=C1N(CCN2CC2)C(O)=NC12CCCCC2,['102234-07-1']
0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,O=C1N(CO)C(O)C(O)N1CO,['1854-26-8']
1.0,,,,,,,,,,,,O=C1N=C(O)C(=C(Cl)Cl)C1(Cl)Cl,['165606-93-9']
1.0,,,,,,,,,,,,O=C1N=C(O)C(C(Cl)Cl)=C1Cl,"['170660-63-6', '339152-94-2']"
1.0,,,,,,,,,,,,O=C1N=C(O)C(CBr)=C1Cl,['339152-96-4']
1.0,,,,,,,,,,,,O=C1N=C(O)C(CCl)=C1Cl,['339152-95-3']
1.0,,,,,,,,,,,,O=C1N=C(O)C(Cl)=C1Cl,['1193-54-0']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,O=C1N=C(O)C(O)(O)C(O)=N1,['3237-50-1']
1.0,,,,,,,,,,,,O=C1N=C(O)C=C1C(Cl)Cl,['170660-62-5']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,O=C1N=C(O)CCC1N1C(=O)c2ccccc2C1=O,['50-35-1']
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,O=C1N=C(O)c2ccc([N+](=O)[O-])cc21,['89-40-7']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C1N=C(O)c2ccccc21,['85-41-6']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)NC1=O,['604-75-1']
1.0,1.0,,,,,1.0,1.0,,,,,O=C1Nc2ccc([N+](=O)[O-])cc2C1=O,['611-09-6']
1.0,,,,,,,,,,,,O=C1OC(=C(Cl)Cl)C(Cl)=C1Cl,['31555-54-1']
1.0,,,,,,,,,,,,O=C1OC(=C(Cl)Cl)C=C1Cl,['112654-68-9']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C1OC(=O)c2c(Br)c(Br)c(Br)c(Br)c21,['632-79-1']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,['117-08-8']
0.0,0.0,0.0,,1.0,,1.0,1.0,1.0,,,,O=C1OC(=O)c2cc([N+](=O)[O-])ccc21,['5466-84-2']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C1OC(=O)c2ccccc21,['85-44-9']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,['77-09-8']
0.0,0.0,,,,,0.0,0.0,,,,,O=C1OC2C(O)COC2(O)C1(O)Cc1c[nH]c2ccccc12,['26676-89-1']
1.0,1.0,,,,,1.0,1.0,,,,,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,['67-45-8']
1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,,,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,['68641-49-6']
